benchmark,replacement_policy,l2_size_kb,l2_assoc,l2_block_b,ipc_reported,ipc_computed,l2_total_mpki,l2_total_miss_rate,l1_total_mpki,l1_total_miss_rate,total_instructions,total_cycles,l1_size_kb,l1_assoc,l1_block_b,l1_latency,l2_latency,mem_latency,l1_total_accesses,l1_total_hits,l1_total_misses,l2_total_accesses,l2_total_hits,l2_total_misses,mem_accesses,mem_mpki,l1_load_accesses,l1_load_hits,l1_load_misses,l1_load_miss_rate,l1_load_mpki,l1_store_accesses,l1_store_hits,l1_store_misses,l1_store_miss_rate,l1_store_mpki,l2_load_accesses,l2_load_hits,l2_load_misses,l2_load_miss_rate,l2_load_mpki,l2_store_accesses,l2_store_hits,l2_store_misses,l2_store_miss_rate,l2_store_mpki,l2_size_kb_from_file,l2_assoc_from_file,l2_block_b_from_file,policy_printed_l1,policy_printed_l2,file,l1_load_accesses_pct,l1_load_hits_pct,l1_load_misses_pct,l1_store_accesses_pct,l1_store_hits_pct,l1_store_misses_pct,l1_total_accesses_pct,l1_total_hits_pct,l1_total_misses_pct,l2_load_accesses_pct,l2_load_hits_pct,l2_load_misses_pct,l2_store_accesses_pct,l2_store_hits_pct,l2_store_misses_pct,l2_total_accesses_pct,l2_total_hits_pct,l2_total_misses_pct
470.lbm,LFU,512,16,256,0.0849779,0.08497785231093118,46.44213899466063,0.4044054594193391,114.84053420382614,0.3470142429658642,96483398504,1135394645548,32,4,32,1,10,200,31930115984,20849910958,11080205026,11080205026,6599309622,4480895404,4480895404,46.44213899466063,20293159000,16026919045,4266239955,0.21023045032072138,44.21734745198813,11636956984,4822991913,6813965071,0.5855452658602007,70.62318675183802,4266239955,2993342995,1272896960,0.2983650646532844,13.192911731309177,6813965071,3605966627,3207998444,0.47079760617692784,33.24922726335146,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/470.lbm/470.lbm.cslab_cache_stats_L2_LFU_0512_16_256.out,100.0,78.98,21.02,100.0,41.45,58.55,100.0,65.3,34.7,100.0,70.16,29.84,100.0,52.92,47.08,100.0,59.56,40.44
470.lbm,LFU,1024,8,256,0.144557,0.14455707320989805,23.560899255696892,0.26940161902457166,87.4564129978296,0.2642675006638961,96483398504,667441560358,32,4,32,1,10,200,31930115984,23492024037,8438091947,8438091947,6164856315,2273235632,2273235632,23.560899255696892,20293159000,18179243940,2113915060,0.10416885118773277,21.90962479324732,11636956984,5312780097,6324176887,0.5434562399513292,65.54678820458228,2113915060,1816939191,296975869,0.14048618821988051,3.077999672531104,6324176887,4347917124,1976259763,0.3124928031444545,20.482899583165786,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/470.lbm/470.lbm.cslab_cache_stats_L2_LFU_1024_08_256.out,100.0,89.58,10.42,100.0,45.65,54.35,100.0,73.57,26.43,100.0,85.95,14.05,100.0,68.75,31.25,100.0,73.06,26.94
470.lbm,LFU,1024,16,256,0.130867,0.13086658662226783,27.12078756110065,0.30600925058375483,88.62734544581254,0.26780571336743314,96483398504,737265340178,32,4,32,1,10,200,31930115984,23379048495,8551067489,8551067489,5934361735,2616705754,2616705754,27.12078756110065,20293159000,18111906661,2181252339,0.1074870767533039,22.6075404973382,11636956984,5267141834,6369815150,0.5473780782001729,66.01980494847433,2181252339,1839480027,341772312,0.15668627874420357,3.542291392086804,6369815150,4094881708,2274933442,0.3571427723455994,23.578496169013842,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/470.lbm/470.lbm.cslab_cache_stats_L2_LFU_1024_16_256.out,100.0,89.25,10.75,100.0,45.26,54.74,100.0,73.22,26.78,100.0,84.33,15.67,100.0,64.29,35.71,100.0,69.4,30.6
470.lbm,LFU,2048,16,256,0.144118,0.1441181495703445,23.661547482755324,0.2702623680199599,87.55028550999681,0.2645511557249845,96483398504,669474308348,32,4,32,1,10,200,31930115984,23482966898,8447149086,8447149086,6164202571,2282946515,2282946515,23.661547482755324,20293159000,18174298180,2118860820,0.10441256681623595,21.960885010825532,11636956984,5308668718,6328288266,0.5438095435689032,65.58940049917129,2118860820,1818779458,300081362,0.141623913740592,3.1101864844402147,6328288266,4345423113,1982865153,0.3133335697827391,20.551360998315108,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/470.lbm/470.lbm.cslab_cache_stats_L2_LFU_2048_16_256.out,100.0,89.56,10.44,100.0,45.62,54.38,100.0,73.54,26.46,100.0,85.84,14.16,100.0,68.67,31.33,100.0,72.97,27.03
470.lbm,LIP,512,16,256,0.0841509,0.08415093790660261,47.018390224012755,0.4092855526899188,114.87918377523242,0.34713103057796896,96483398504,1146551671368,32,4,32,1,10,200,31930115984,20846181916,11083934068,11083934068,6547439987,4536494081,4536494081,47.018390224012755,20293159000,16024915474,4268243526,0.21032918167151798,44.23811341826902,11636956984,4821266442,6815690542,0.5856935409635953,70.6410703569634,4268243526,2991039202,1277204324,0.2992341735470133,13.237555307994771,6815690542,3556400785,3259289757,0.47820389392907975,33.78083491601798,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/470.lbm/470.lbm.cslab_cache_stats_L2_LIP_0512_16_256.out,100.0,78.97,21.03,100.0,41.43,58.57,100.0,65.29,34.71,100.0,70.08,29.92,100.0,52.18,47.82,100.0,59.07,40.93
470.lbm,LIP,1024,8,256,0.143709,0.1437093346898372,23.762300359941722,0.2715408496637225,87.50911838630937,0.26442676081198163,96483398504,671378784908,32,4,32,1,10,200,31930115984,23486938842,8443177142,8443177142,6150509647,2292667495,2292667495,23.762300359941722,20293159000,18176670249,2116488751,0.10429567673519928,21.936299755364182,11636956984,5310268593,6326688391,0.5436720613214222,65.57281863094519,2116488751,1815283341,301205410,0.14231373063413932,3.1218366544946345,6326688391,4335226306,1991462085,0.3147716406948293,20.64046370544709,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/470.lbm/470.lbm.cslab_cache_stats_L2_LIP_1024_08_256.out,100.0,89.57,10.43,100.0,45.63,54.37,100.0,73.56,26.44,100.0,85.77,14.23,100.0,68.52,31.48,100.0,72.85,27.15
470.lbm,LIP,1024,16,256,0.130821,0.13082069222708426,27.13342062563713,0.30609856055657564,88.64275799370219,0.2678522855440186,96483398504,737523986928,32,4,32,1,10,200,31930115984,23377561440,8552554544,8552554544,5934629909,2617924635,2617924635,27.13342062563713,20293159000,18111035320,2182123680,0.10753001442505822,22.616571491410866,11636956984,5266526120,6370430864,0.5474309884241125,66.02618650229132,2182123680,1839721223,342402457,0.15691248857168352,3.5488225156766706,6370430864,4094908686,2275522178,0.35720067081478335,23.584598109960456,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/470.lbm/470.lbm.cslab_cache_stats_L2_LIP_1024_16_256.out,100.0,89.25,10.75,100.0,45.26,54.74,100.0,73.21,26.79,100.0,84.31,15.69,100.0,64.28,35.72,100.0,69.39,30.61
470.lbm,LIP,2048,16,256,0.144911,0.14491101931224645,23.474069053507726,0.2682647474527445,87.50336850592993,0.2644093863683599,96483398504,665811330028,32,4,32,1,10,200,31930115984,23487493610,8442622374,8442622374,6177764415,2264857959,2264857959,23.474069053507726,20293159000,18177401125,2115757875,0.10425966085418244,21.92872460760475,11636956984,5310092485,6326864499,0.5436871948310023,65.57464389832518,2115757875,1820111630,295646245,0.1397353867819114,3.0642188146776683,6326864499,4357652785,1969211714,0.31124607051585285,20.409850238830057,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/470.lbm/470.lbm.cslab_cache_stats_L2_LIP_2048_16_256.out,100.0,89.57,10.43,100.0,45.63,54.37,100.0,73.56,26.44,100.0,86.03,13.97,100.0,68.88,31.12,100.0,73.17,26.83
470.lbm,LRU,512,16,256,0.08404,0.08403999555925212,47.00883548180534,0.40302836908393613,116.63902367134637,0.3524487479982591,96483398504,1148065249908,32,4,32,1,10,200,31930115984,20676386582,11253729402,11253729402,6718157195,4535572207,4535572207,47.00883548180534,20293159000,15913889941,4379269059,0.21580026347795334,45.38883504210773,11636956984,4762496641,6874460343,0.590743813219547,71.25018862923862,4379269059,3097914138,1281354921,0.29259561441346915,13.280574076657112,6874460343,3620243057,3254217286,0.4733778542069335,33.72826140514824,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/470.lbm/470.lbm.cslab_cache_stats_L2_LRU_0512_16_256.out,100.0,78.42,21.58,100.0,40.93,59.07,100.0,64.76,35.24,100.0,70.74,29.26,100.0,52.66,47.34,100.0,59.7,40.3
470.lbm,LRU,1024,8,256,0.234989,0.234989362024811,10.300405773525881,0.11914985594389167,86.44916682380547,0.2612238996306679,96483398504,410586239618,32,4,32,1,10,200,31930115984,23589206571,8340909413,8340909413,7347091258,993818155,993818155,10.300405773525881,20293159000,18239848014,2053310986,0.1011824224114146,21.281495239980316,11636956984,5349358557,6287598427,0.5403129388245576,65.16767158382517,2053310986,1796354674,256956312,0.12514242301920844,2.663217879802888,6287598427,5550736584,736861843,0.11719289193721277,7.637187893722993,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/470.lbm/470.lbm.cslab_cache_stats_L2_LRU_1024_08_256.out,100.0,89.88,10.12,100.0,45.97,54.03,100.0,73.88,26.12,100.0,87.49,12.51,100.0,88.28,11.72,100.0,88.09,11.91
470.lbm,LRU,1024,16,256,0.234994,0.23499368328338308,10.30006331046475,0.11914723983671777,86.44819069732714,0.2612209500641819,96483398504,410578689418,32,4,32,1,10,200,31930115984,23589300751,8340815233,8340815233,7347030120,993785113,993785113,10.30006331046475,20293159000,18239844302,2053314698,0.1011826053302002,21.2815337129203,11636956984,5349456449,6287500535,0.5403045266597507,65.16665698440684,2053314698,1796368034,256946664,0.12513749804171517,2.66311788332526,6287500535,5550662086,736838449,0.11719099583345005,7.636945427139492,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/470.lbm/470.lbm.cslab_cache_stats_L2_LRU_1024_16_256.out,100.0,89.88,10.12,100.0,45.97,54.03,100.0,73.88,26.12,100.0,87.49,12.51,100.0,88.28,11.72,100.0,88.09,11.91
470.lbm,LRU,2048,16,256,0.235014,0.2350137005353322,10.298411171314683,0.11913254223033601,86.4449878976249,0.2612112721475669,96483398504,410543718448,32,4,32,1,10,200,31930115984,23589609768,8340506216,8340506216,7346880507,993625709,993625709,10.298411171314683,20293159000,18240031521,2053127479,0.1011733796103406,21.279593285832295,11636956984,5349578247,6287378737,0.5402940601778201,65.1653946117926,2053127479,1796314672,256812807,0.12508371234945612,2.6617305254784642,6287378737,5550565835,736812902,0.11718920281738389,7.636680645836218,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/470.lbm/470.lbm.cslab_cache_stats_L2_LRU_2048_16_256.out,100.0,89.88,10.12,100.0,45.97,54.03,100.0,73.88,26.12,100.0,87.49,12.51,100.0,88.28,11.72,100.0,88.09,11.91
470.lbm,MRU,512,16,256,0.0848353,0.08483528566905688,46.447454572345,0.39796704919191694,116.71180985123729,0.35266868637879983,96483398504,1137302688888,32,4,32,1,10,200,31930115984,20669363924,11260752060,11260752060,6779343791,4481408269,4481408269,46.447454572345,20293159000,15913986862,4379172138,0.21579548743495283,45.387830506596934,11636956984,4755377062,6881579922,0.5913556208432917,71.32397934464035,4379172138,3105306568,1273865570,0.2908918694805598,13.202950867730765,6881579922,3674037223,3207542699,0.4661055651981426,33.24450370461424,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/470.lbm/470.lbm.cslab_cache_stats_L2_MRU_0512_16_256.out,100.0,78.42,21.58,100.0,40.86,59.14,100.0,64.73,35.27,100.0,70.91,29.09,100.0,53.39,46.61,100.0,60.2,39.8
470.lbm,MRU,1024,8,256,0.142271,0.14227083387618467,23.635570557824593,0.24346626968234106,97.07944590707677,0.29334546954647855,96483398504,678167097748,32,4,32,1,10,200,31930115984,22563561118,9366554866,9366554866,7086114693,2280440173,2280440173,23.635570557824593,20293159000,17658129527,2635029473,0.1298481657291504,27.31070333193909,11636956984,4905431591,6731525393,0.5784609672662171,69.76874257513768,2635029473,2336817203,298212270,0.11317227114749619,3.0908143227110387,6731525393,4749297490,1982227903,0.294469349407979,20.544756235113557,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/470.lbm/470.lbm.cslab_cache_stats_L2_MRU_1024_08_256.out,100.0,87.02,12.98,100.0,42.15,57.85,100.0,70.67,29.33,100.0,88.68,11.32,100.0,70.55,29.45,100.0,75.65,24.35
470.lbm,MRU,1024,16,256,0.130234,0.13023370451874433,26.830783296803926,0.2733906533953307,98.1408214347615,0.29655263353082845,96483398504,740848145728,32,4,32,1,10,200,31930115984,22461156000,9468959984,9468959984,6880234827,2588725157,2588725157,26.830783296803926,20293159000,17603042727,2690116273,0.1325627159871955,27.881649223710475,11636956984,4858113273,6778843711,0.5825271778799591,70.25917221105104,2690116273,2350933586,339182687,0.12608476830696455,3.515451282387593,6778843711,4529301241,2249542470,0.33184751941539486,23.31533201441633,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/470.lbm/470.lbm.cslab_cache_stats_L2_MRU_1024_16_256.out,100.0,86.74,13.26,100.0,41.75,58.25,100.0,70.34,29.66,100.0,87.39,12.61,100.0,66.82,33.18,100.0,72.66,27.34
470.lbm,MRU,2048,16,256,0.142176,0.14217619680626326,23.610816610129636,0.24082253781617746,98.04238766120817,0.29625519568234837,96483398504,678618507678,32,4,32,1,10,200,31930115984,22470653225,9459462759,9459462759,7181410931,2278051828,2278051828,23.610816610129636,20293159000,17631826067,2661332933,0.13114433947913187,27.58332494775945,11636956984,4838827158,6798129826,0.5841844938798821,70.45906271344872,2661332933,2363404437,297928496,0.11194709700005806,3.0878731535109485,6798129826,4818006494,1980123332,0.29127471564706775,20.522943456618684,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/470.lbm/470.lbm.cslab_cache_stats_L2_MRU_2048_16_256.out,100.0,86.89,13.11,100.0,41.58,58.42,100.0,70.37,29.63,100.0,88.81,11.19,100.0,70.87,29.13,100.0,75.92,24.08
470.lbm,Random,512,16,256,0.0840465,0.08404649414873977,47.02958103006583,0.40496622454336645,116.13210727165121,0.35091699606148224,96483398504,1147976479938,32,4,32,1,10,200,31930115984,20725295599,11204820385,11204820385,6667246577,4537573808,4537573808,47.02958103006583,20293159000,15950559897,4342599103,0.2139932527508408,45.008770113129515,11636956984,4774735702,6862221282,0.5896920725439712,71.12333715852171,4342599103,3063484110,1279114993,0.29455055893056037,13.257358393599398,6862221282,3603762467,3258458815,0.47484024211622616,33.772222636466424,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/470.lbm/470.lbm.cslab_cache_stats_L2_Random_0512_16_256.out,100.0,78.6,21.4,100.0,41.03,58.97,100.0,64.91,35.09,100.0,70.54,29.46,100.0,52.52,47.48,100.0,59.5,40.5
470.lbm,Random,1024,8,256,0.141489,0.14148885918194568,23.82138309426066,0.24495532189640068,97.24786916177096,0.293854394976256,96483398504,681915163228,32,4,32,1,10,200,31930115984,22547311070,9382804914,9382804914,7084436916,2298367998,2298367998,23.82138309426066,20293159000,17652060349,2641098651,0.13014724080169085,27.37360718995098,11636956984,4895250721,6741706263,0.5793358411713108,69.87426197181998,2641098651,2338410705,302687946,0.11460683071622227,3.1372023653110768,6741706263,4746026211,1995680052,0.2960200243301523,20.684180728949585,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/470.lbm/470.lbm.cslab_cache_stats_L2_Random_1024_08_256.out,100.0,86.99,13.01,100.0,42.07,57.93,100.0,70.61,29.39,100.0,88.54,11.46,100.0,70.4,29.6,100.0,75.5,24.5
470.lbm,Random,1024,16,256,0.130285,0.13028521688302463,26.82447993260418,0.2738217407298483,97.96329488340055,0.2960162006218912,96483398504,740555228078,32,4,32,1,10,200,31930115984,22478284365,9451831619,9451831619,6863714632,2588116987,2588116987,26.82447993260418,20293159000,17608520983,2684638017,0.13229276018583405,27.82486996339272,11636956984,4869763382,6767193602,0.5815260476862135,70.13842492000784,2684638017,2345854492,338783525,0.12619337238566714,3.5113141768731824,6767193602,4517860140,2249333462,0.33238792833342673,23.313165755730996,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/470.lbm/470.lbm.cslab_cache_stats_L2_Random_1024_16_256.out,100.0,86.77,13.23,100.0,41.85,58.15,100.0,70.4,29.6,100.0,87.38,12.62,100.0,66.76,33.24,100.0,72.62,27.38
470.lbm,Random,2048,16,256,0.142186,0.14218575211754783,23.60961088974868,0.240867121371999,98.01923465214509,0.29618523411374276,96483398504,678572902468,32,4,32,1,10,200,31930115984,22472887106,9457228878,9457228878,7179293382,2277935496,2277935496,23.60961088974868,20293159000,17633340337,2659818663,0.1310697197513704,27.56763033061827,11636956984,4839546769,6797410215,0.5841226554627608,70.4516043215268,2659818663,2362097993,297720670,0.11193269456354664,3.085719145637859,6797410215,4817195389,1980214826,0.2913190117068725,20.52389174411082,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/470.lbm/470.lbm.cslab_cache_stats_L2_Random_2048_16_256.out,100.0,86.89,13.11,100.0,41.59,58.41,100.0,70.38,29.62,100.0,88.81,11.19,100.0,70.87,29.13,100.0,75.91,24.09
470.lbm,SRRIP,512,16,256,0.0849778,0.08497779868799585,46.44190855087088,0.40438460887668026,114.84588565296667,0.34703041346772706,96483398504,1135395362008,32,4,32,1,10,200,31930115984,20849394632,11080721352,11080721352,6599848182,4480873170,4480873170,46.44190855087088,20293159000,16026984839,4266174161,0.2102272081443801,44.21666553156431,11636956984,4822409793,6814547191,0.5855952892469676,70.62922012140237,4266174161,2993150141,1273024020,0.2983994492389876,13.194228641803315,6814547191,3606698041,3207849150,0.4707354810363071,33.24767990906756,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/470.lbm/470.lbm.cslab_cache_stats_L2_SRRIP_0512_16_256.out,100.0,78.98,21.02,100.0,41.44,58.56,100.0,65.3,34.7,100.0,70.16,29.84,100.0,52.93,47.07,100.0,59.56,40.44
470.lbm,SRRIP,1024,8,256,0.144521,0.14452096658084349,23.568988699187706,0.2694601002216366,87.46745317693313,0.2643008608308474,96483398504,667608311698,32,4,32,1,10,200,31930115984,23490958843,8439157141,8439157141,6165141012,2274016129,2274016129,23.568988699187706,20293159000,18178478264,2114680736,0.1042065819323645,21.917560624819096,11636956984,5312480579,6324476405,0.5434819784670264,65.54989255211403,2114680736,1817244447,297436289,0.14065304702335926,3.082771685200008,6324476405,4347896565,1976579840,0.3125286131888099,20.486217013987698,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/470.lbm/470.lbm.cslab_cache_stats_L2_SRRIP_1024_08_256.out,100.0,89.58,10.42,100.0,45.65,54.35,100.0,73.57,26.43,100.0,85.93,14.07,100.0,68.75,31.25,100.0,73.05,26.95
470.lbm,SRRIP,1024,16,256,0.130862,0.13086234114220674,27.121055938877564,0.3059452303255385,88.64676827947154,0.26786440344550677,96483398504,737289258788,32,4,32,1,10,200,31930115984,23377174514,8552941470,8552941470,5936209822,2616731648,2616731648,27.121055938877564,20293159000,18110270167,2182888833,0.10756771939745803,22.624501902360976,11636956984,5266904347,6370052637,0.547398486198615,66.02226637711057,2182888833,1839262098,343626735,0.15741833931494578,3.561511517297496,6370052637,4096947724,2273104913,0.35684240657554867,23.559544421580068,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/470.lbm/470.lbm.cslab_cache_stats_L2_SRRIP_1024_16_256.out,100.0,89.24,10.76,100.0,45.26,54.74,100.0,73.21,26.79,100.0,84.26,15.74,100.0,64.32,35.68,100.0,69.41,30.59
470.lbm,SRRIP,2048,16,256,0.144882,0.14488171678515904,23.480704837590036,0.26831956601187923,87.5102221824199,0.26443009615846313,96483398504,665945991288,32,4,32,1,10,200,31930115984,23486832344,8443283640,8443283640,6177785438,2265498202,2265498202,23.480704837590036,20293159000,18177712015,2115446985,0.10424434091311265,21.9255023952364,11636956984,5309120329,6327836655,0.5437707352274596,65.5847197871835,2115446985,1819447656,295999329,0.13992283006799153,3.0678783458040035,6327836655,4358337782,1969498873,0.3112436335479333,20.41282649178603,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/470.lbm/470.lbm.cslab_cache_stats_L2_SRRIP_2048_16_256.out,100.0,89.58,10.42,100.0,45.62,54.38,100.0,73.56,26.44,100.0,86.01,13.99,100.0,68.88,31.12,100.0,73.17,26.83
