benchmark,policy,file,l1_size_kb,l1_assoc,l1_block_b,l2_size_kb,l2_assoc,l2_block_b,l1_latency,l2_latency,mem_latency,total_instructions,total_cycles,ipc_reported,ipc_computed,l1_total_accesses,l1_total_hits,l1_total_misses,l1_total_miss_rate,l1_total_mpki,l2_total_accesses,l2_total_hits,l2_total_misses,l2_total_miss_rate,l2_total_mpki,mem_accesses,mem_mpki,l1_load_accesses,l1_load_hits,l1_load_misses,l1_load_miss_rate,l1_load_mpki,l1_store_accesses,l1_store_hits,l1_store_misses,l1_store_miss_rate,l1_store_mpki,l2_load_accesses,l2_load_hits,l2_load_misses,l2_load_miss_rate,l2_load_mpki,l2_store_accesses,l2_store_hits,l2_store_misses,l2_store_miss_rate,l2_store_mpki,l2_size_kb_filename,l2_assoc_filename,l2_block_b_filename,l1_load_accesses_pct,l1_load_hits_pct,l1_load_misses_pct,l1_store_accesses_pct,l1_store_hits_pct,l1_store_misses_pct,l1_total_accesses_pct,l1_total_hits_pct,l1_total_misses_pct,l2_load_accesses_pct,l2_load_hits_pct,l2_load_misses_pct,l2_store_accesses_pct,l2_store_hits_pct,l2_store_misses_pct,l2_total_accesses_pct,l2_total_hits_pct,l2_total_misses_pct
450.soplex,Sets: 1024,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/450.soplex/450.soplex.cslab_cache_stats_L2_LRU_0256_04_064.out,32,4,32,256,4,64,1,15,250,7439206657,64717598664,0.114949,0.11494874362725938,2639091287,2252360839,386730448,0.14653924625684991,51.98544224283673,386730448,191377072,195353376,0.5051409244094481,26.259974350380517,195353376,26.259974350380517,2176658360,1814966434,361691926,0.1661684408755814,48.61969060365626,462432927,437394405,25038522,0.05414519714769359,3.365751639180468,361691926,178870249,182821677,0.5054624221830155,24.575426578312893,25038522,12506823,12531699,0.5004967545608323,1.6845477720676258,256,4,64,100.0,83.38,16.62,100.0,94.59,5.41,100.0,85.35,14.65,100.0,49.45,50.55,100.0,49.95,50.05,100.0,49.49,50.51
450.soplex,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/450.soplex/450.soplex.cslab_cache_stats_L2_LRU_0256_04_128.out,32,4,32,256,4,128,1,15,250,7436997166,42633888333,0.174439,0.17443863219587047,2638569742,2251878147,386691595,0.14655348647593186,51.99566254614867,386691595,279659805,107031790,0.2767885089408266,14.391801907538875,107031790,14.391801907538875,2176127065,1814474535,361652530,0.166190906687703,48.628837947307616,462442677,437403612,25039065,0.054145229766499256,3.366824598841053,361652530,261239263,100413267,0.27765122229339856,13.501856294777562,25039065,18420542,6618523,0.26432788125275447,0.8899456127613105,256,4,128,100.0,83.38,16.62,100.0,94.59,5.41,100.0,85.34,14.66,100.0,72.23,27.77,100.0,73.57,26.43,100.0,72.32,27.68
450.soplex,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/450.soplex/450.soplex.cslab_cache_stats_L2_LRU_0256_04_256.out,32,4,32,256,4,256,1,15,250,7436145012,31018579170,0.239732,0.23973196745233125,2638655483,2251780788,386874695,0.14661811573830233,52.026244025053984,386874695,326312062,60562633,0.15654327817951494,8.144358791049354,60562633,8.144358791049354,2176164146,1814343202,361820944,0.16626546516036572,48.65705865285243,462491337,437437586,25053751,0.054171287104562565,3.369185372201561,361820944,304791328,57029616,0.15761833842321743,7.669244737423633,25053751,21520734,3533017,0.1410174867627606,0.47511405362572023,256,4,256,100.0,83.37,16.63,100.0,94.58,5.42,100.0,85.34,14.66,100.0,84.24,15.76,100.0,85.9,14.1,100.0,84.35,15.65
450.soplex,Sets: 2048,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/450.soplex/450.soplex.cslab_cache_stats_L2_LRU_0512_04_064.out,32,4,32,512,4,64,1,15,250,7436121487,62294687120,0.11937,0.11937007521485084,2638362773,2251756449,386606324,0.14653266334576195,51.99031843090166,386606324,200921892,185684432,0.48029331253256996,24.970602258800884,185684432,24.970602258800884,2175929846,1814353149,361576697,0.1661711188275139,48.624366564225284,462432927,437403300,25029627,0.05412596192571728,3.3659518666763817,361576697,188080015,173496682,0.47983369348606003,23.3316094019323,25029627,12841877,12187750,0.486932945504941,1.638992856868585,512,4,64,100.0,83.38,16.62,100.0,94.59,5.41,100.0,85.35,14.65,100.0,52.02,47.98,100.0,51.31,48.69,100.0,51.97,48.03
450.soplex,Sets: 1024,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/450.soplex/450.soplex.cslab_cache_stats_L2_LRU_0512_04_128.out,32,4,32,512,4,128,1,15,250,7444219955,40684848190,0.182973,0.18297278437012154,2639871385,2253285145,386586240,0.14644131611737593,51.931060922017046,386586240,287378387,99207853,0.2566254117063246,13.326829889458848,99207853,13.326829889458848,2177438458,1815884686,361553772,0.16604546074385537,48.568389191289015,462432927,437400459,25032468,0.054132105519380545,3.3626717307280316,361553772,268754406,92799366,0.2566682280388434,12.465962392429068,25032468,18623981,6408487,0.2560069985907902,0.8608674970297812,512,4,128,100.0,83.4,16.6,100.0,94.59,5.41,100.0,85.36,14.64,100.0,74.33,25.67,100.0,74.4,25.6,100.0,74.34,25.66
450.soplex,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/450.soplex/450.soplex.cslab_cache_stats_L2_LRU_0512_04_256.out,32,4,32,512,4,256,1,15,250,7451797657,29260069580,0.254675,0.2546746389862823,2641294113,2254680059,386614054,0.1463729662278621,51.88198496463818,386614054,333142986,53471068,0.138306063752147,7.175593120107179,53471068,7.175593120107179,2178851436,1817273612,361577824,0.1659488196514193,48.52222787616145,462442677,437406447,25036230,0.054139099276946705,3.3597570884767247,361577824,311491777,50086047,0.13852079324422287,6.721337495382827,25036230,21651209,3385021,0.13520490105738764,0.4542556247243524,512,4,256,100.0,83.41,16.59,100.0,94.59,5.41,100.0,85.36,14.64,100.0,86.15,13.85,100.0,86.48,13.52,100.0,86.17,13.83
450.soplex,Sets: 1024,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/450.soplex/450.soplex.cslab_cache_stats_L2_LRU_0512_08_064.out,32,4,32,512,8,64,1,15,250,7439239177,62255589261,0.119495,0.11949512108562291,2638720119,2252163338,386556781,0.14649404391796356,51.961870266938455,386556781,201039668,185517113,0.47992202470249773,24.93764598583762,185517113,24.93764598583762,2176287192,1814765306,361521886,0.1661186480024094,48.59662089071182,462432927,437398032,25034895,0.05413735384807492,3.3652493762266356,361521886,188219456,173302430,0.47936912455695696,23.29571961280685,25034895,12820212,12214683,0.4879063003859213,1.6419263730307672,512,8,64,100.0,83.39,16.61,100.0,94.59,5.41,100.0,85.35,14.65,100.0,52.06,47.94,100.0,51.21,48.79,100.0,52.01,47.99
450.soplex,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/450.soplex/450.soplex.cslab_cache_stats_L2_LRU_0512_08_128.out,32,4,32,512,8,128,1,15,250,7444796254,40641458579,0.183182,0.18318230974728916,2640396815,2253700131,386696684,0.14645400335403752,51.941876017390335,386696684,287673423,99023261,0.25607476116862693,13.301003495803661,99023261,13.301003495803661,2177624883,1815962582,361662301,0.16608108394764334,48.579207363221414,462771932,437737549,25034383,0.05409658898673224,3.3626686541689206,361662301,269045436,92616865,0.25608658890880637,12.440483505540943,25034383,18627987,6406396,0.25590389026164534,0.8605199902627181,512,8,128,100.0,83.39,16.61,100.0,94.59,5.41,100.0,85.35,14.65,100.0,74.39,25.61,100.0,74.41,25.59,100.0,74.39,25.61
450.soplex,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/450.soplex/450.soplex.cslab_cache_stats_L2_LRU_0512_08_256.out,32,4,32,512,8,256,1,15,250,7450680202,29203586107,0.255129,0.2551289480237531,2641444890,2254820039,386624851,0.1463686986102519,51.89121536798983,386624851,333376498,53248353,0.13772615201085459,7.146777415799761,53248353,7.146777415799761,2179002213,1817414485,361587728,0.16594188195071832,48.53083452742185,462442677,437405554,25037123,0.054141030327095004,3.3603808405679847,361587728,311733714,49854014,0.1378752931570731,6.691203037625692,25037123,21642784,3394339,0.13557224606038001,0.4555743781740694,512,8,256,100.0,83.41,16.59,100.0,94.59,5.41,100.0,85.36,14.64,100.0,86.21,13.79,100.0,86.44,13.56,100.0,86.23,13.77
450.soplex,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/450.soplex/450.soplex.cslab_cache_stats_L2_LRU_0512_16_064.out,32,4,32,512,16,64,1,15,250,7441597798,62281703231,0.119483,0.11948288842389959,2639909153,2253216251,386692902,0.146479624710025,51.963692811230324,386692902,201093691,185599211,0.4799653938307872,24.94077428504421,185599211,24.94077428504421,2177137221,1815470523,361666698,0.16612030445829212,48.600677948115035,462771932,437745728,25026204,0.05407891505399252,3.3630148631152883,361666698,188242503,173424195,0.4795138616826701,23.304698763296425,25026204,12851188,12175016,0.4864907198870432,1.6360755217477827,512,16,64,100.0,83.39,16.61,100.0,94.59,5.41,100.0,85.35,14.65,100.0,52.05,47.95,100.0,51.35,48.65,100.0,52.0,48.0
450.soplex,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/450.soplex/450.soplex.cslab_cache_stats_L2_LRU_0512_16_128.out,32,4,32,512,16,128,1,15,250,7444643811,40652576442,0.183128,0.18312846226662782,2640783131,2254051931,386731200,0.14644564919405342,51.947575977856275,386731200,287666474,99064726,0.25615912551146636,13.306845634928122,99064726,13.306845634928122,2178011199,1816316372,361694827,0.16606655978907114,48.58457116048584,462771932,437735559,25036373,0.05410088916109977,3.363004817370436,361694827,269033954,92660873,0.2561852315349813,12.44664961177684,25036373,18632520,6403853,0.2557819776850265,0.8601960231512814,512,16,128,100.0,83.39,16.61,100.0,94.59,5.41,100.0,85.36,14.64,100.0,74.38,25.62,100.0,74.42,25.58,100.0,74.38,25.62
450.soplex,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/450.soplex/450.soplex.cslab_cache_stats_L2_LRU_0512_16_256.out,32,4,32,512,16,256,1,15,250,7444461876,29199523910,0.254951,0.25495148136475215,2639977599,2253363970,386613629,0.14644579906528216,51.93305244082091,386613629,333350109,53263520,0.13776938008566686,7.154784440728325,53263520,7.154784440728325,2177486262,1815905002,361581260,0.16605443915310453,48.57050328455467,462491337,437458968,25032369,0.0541250548872443,3.3625491562662417,361581260,311702040,49879220,0.13794746995460994,6.700178042526388,25032369,21648069,3384300,0.13519695239391846,0.45460639820193766,512,16,256,100.0,83.39,16.61,100.0,94.59,5.41,100.0,85.36,14.64,100.0,86.21,13.79,100.0,86.48,13.52,100.0,86.22,13.78
450.soplex,Sets: 2048,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/450.soplex/450.soplex.cslab_cache_stats_L2_LRU_1024_08_064.out,32,4,32,1024,8,64,1,15,250,7454825380,57689713758,0.129223,0.12922278330712322,2641525873,2254996856,386529017,0.1463279315000675,51.84950650044602,386529017,219347308,167181709,0.4325204619760798,22.425972504804665,167181709,22.425972504804665,2179092946,1817582996,361509950,0.16589927963540846,48.49341622003224,462432927,437413860,25019067,0.05410312618158352,3.356090280413785,361509950,205948262,155561688,0.4303109444152229,20.86724773156256,25019067,13399046,11620021,0.4644466158550197,1.5587247732421066,1024,8,64,100.0,83.41,16.59,100.0,94.59,5.41,100.0,85.37,14.63,100.0,56.97,43.03,100.0,53.56,46.44,100.0,56.75,43.25
450.soplex,Sets: 1024,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/450.soplex/450.soplex.cslab_cache_stats_L2_LRU_1024_08_128.out,32,4,32,1024,8,128,1,15,250,7440118309,37906354202,0.196276,0.19627628310948056,2639034038,2252498531,386535507,0.14646855684094817,51.95287103599202,386535507,298418830,88116677,0.22796528495893134,11.843451050154531,88116677,11.843451050154531,2176601111,1815096504,361504607,0.16608675111532642,48.58855625490565,462432927,437402027,25030900,0.054128714757372805,3.3643147810863665,361504607,279498058,82006549,0.22684786697614617,11.022210345875832,25030900,18920772,6110128,0.24410340818748028,0.8212407042786987,1024,8,128,100.0,83.39,16.61,100.0,94.59,5.41,100.0,85.35,14.65,100.0,77.32,22.68,100.0,75.59,24.41,100.0,77.2,22.8
450.soplex,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/450.soplex/450.soplex.cslab_cache_stats_L2_LRU_1024_08_256.out,32,4,32,1024,8,256,1,15,250,7438248339,27462206116,0.270854,0.2708539986766153,2639228252,2252536117,386692135,0.14651712473408307,51.986989056618,386692135,340354745,46337390,0.11983018480580165,6.229610506151723,46337390,6.229610506151723,2176456320,1814798490,361657830,0.16616820042591068,48.62137072027651,462771932,437737627,25034305,0.05409642043718416,3.3656183363414858,361657830,318519763,43138067,0.11927867564764186,5.799492707687613,25034305,21834982,3199323,0.12779755619339142,0.4301177984641096,1024,8,256,100.0,83.38,16.62,100.0,94.59,5.41,100.0,85.35,14.65,100.0,88.07,11.93,100.0,87.22,12.78,100.0,88.02,11.98
450.soplex,Sets: 1024,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/450.soplex/450.soplex.cslab_cache_stats_L2_LRU_1024_16_064.out,32,4,32,1024,16,64,1,15,250,7435897046,57732222704,0.1288,0.12879977069521006,2638567243,2252060232,386507011,0.14648366912967092,51.97853179098467,386507011,219066398,167440613,0.43321494367407476,22.51787672209253,167440613,22.51787672209253,2176134316,1814646559,361487757,0.16611463471816323,48.61387331800882,462432927,437413673,25019254,0.054103530564552554,3.364658472975851,361487757,205665919,155821838,0.4310570274721642,20.955351726369237,25019254,13400479,11618775,0.46439334282309136,1.5625249957232934,1024,16,64,100.0,83.39,16.61,100.0,94.59,5.41,100.0,85.35,14.65,100.0,56.89,43.11,100.0,53.56,46.44,100.0,56.68,43.32
450.soplex,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/450.soplex/450.soplex.cslab_cache_stats_L2_LRU_1024_16_128.out,32,4,32,1024,16,128,1,15,250,7446382852,37893801314,0.196507,0.19650662097204027,2640433237,2253926072,386507165,0.14638020745381186,51.90535763228844,386507165,298469654,88037511,0.22777717717082943,11.822855841525028,88037511,11.822855841525028,2178000310,1816511377,361488933,0.16597285654197175,48.54557443321744,462432927,437414695,25018232,0.05410132051431536,3.3597831990710003,361488933,279559169,81929764,0.22664528985732463,11.002625788706895,25018232,18910485,6107747,0.24413183953206605,0.820230052818133,1024,16,128,100.0,83.4,16.6,100.0,94.59,5.41,100.0,85.36,14.64,100.0,77.34,22.66,100.0,75.59,24.41,100.0,77.22,22.78
450.soplex,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/450.soplex/450.soplex.cslab_cache_stats_L2_LRU_1024_16_256.out,32,4,32,1024,16,256,1,15,250,7441010733,27440680995,0.271167,0.27116713081413085,2639676862,2253132252,386544610,0.1464363367973485,51.94786351882554,386544610,340297313,46247297,0.11964284536266073,6.215190201903448,46247297,6.215190201903448,2177185525,1815675134,361510391,0.16604482569302403,48.58350618911814,462491337,437457118,25034219,0.054129054962168945,3.3643573297074023,361510391,318459367,43051024,0.1190865465330428,5.785641970528791,25034219,21837946,3196273,0.127676161976533,0.42954823137465836,1024,16,256,100.0,83.4,16.6,100.0,94.59,5.41,100.0,85.36,14.64,100.0,88.09,11.91,100.0,87.23,12.77,100.0,88.04,11.96
450.soplex,Sets: 2048,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/450.soplex/450.soplex.cslab_cache_stats_L2_LRU_2048_16_064.out,32,4,32,2048,16,64,1,15,250,7434244862,53412669072,0.139185,0.13918504712765198,2638228175,2251736506,386491669,0.1464966801061474,51.988019788740715,386491669,236320385,150171284,0.388549860307597,20.199937826583792,150171284,20.199937826583792,2175795248,1814323700,361471548,0.16613307172734482,48.62249693276245,462432927,437412806,25020121,0.054105405431045354,3.3655228559782673,361471548,221720135,139751413,0.38661801675190216,18.798333333670065,25020121,14600250,10419871,0.416459656609974,1.4016044929137284,2048,16,64,100.0,83.39,16.61,100.0,94.59,5.41,100.0,85.35,14.65,100.0,61.34,38.66,100.0,58.35,41.65,100.0,61.15,38.85
450.soplex,Sets: 1024,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/450.soplex/450.soplex.cslab_cache_stats_L2_LRU_2048_16_128.out,32,4,32,2048,16,128,1,15,250,7446675375,35612691476,0.209102,0.20910172936573584,2640538521,2254031499,386507022,0.1463743168017203,51.90329946402424,386507022,307595533,78911489,0.20416573181948555,10.59687511891842,78911489,10.59687511891842,2178105594,1816619236,361486358,0.16596365162266785,48.54332165647814,462432927,437412263,25020664,0.0541065796553886,3.3599778075460955,361486358,288001279,73485079,0.2032858982744793,9.868172748164143,25020664,19594254,5426410,0.21687713803278763,0.7287023707542777,2048,16,128,100.0,83.4,16.6,100.0,94.59,5.41,100.0,85.36,14.64,100.0,79.67,20.33,100.0,78.31,21.69,100.0,79.58,20.42
450.soplex,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/450.soplex/450.soplex.cslab_cache_stats_L2_LRU_2048_16_256.out,32,4,32,2048,16,256,1,15,250,7440527400,26303639209,0.282871,0.2828706454221043,2639398129,2252754567,386643562,0.14648929153651,51.964537083755644,386643562,344947321,41696241,0.10784154993895903,5.603936220972723,41696241,5.603936220972723,2176626197,1815015108,361611089,0.16613375760082336,48.60019586783593,462771932,437739459,25032473,0.054092461683696066,3.364341215919721,361611089,322710713,38900376,0.10757517449914264,5.228174551174961,25032473,22236608,2795865,0.11168952424317007,0.37576166979776193,2048,16,256,100.0,83.39,16.61,100.0,94.59,5.41,100.0,85.35,14.65,100.0,89.24,10.76,100.0,88.83,11.17,100.0,89.22,10.78
459.GemsFDTD,Sets: 1024,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LRU_0256_04_064.out,32,4,32,256,4,64,1,15,250,108732414793,953877661319,0.11399,0.11398989535266747,44361263546,37984514514,6376749032,0.1437458837345264,58.64625598667863,6376749032,3556218042,2820530990,0.4423148811166825,25.940111744686284,2820530990,25.940111744686284,34765378125,28464546376,6300831749,0.1812386946100561,57.948053126523924,9595885421,9519968138,75917283,0.007911441171844313,0.6982028601547017,6300831749,3517302642,2783529107,0.4417716926724431,25.599809516777132,75917283,38915400,37001883,0.48739735588271776,0.3403022279091526,256,4,64,100.0,81.88,18.12,100.0,99.21,0.79,100.0,85.63,14.37,100.0,55.82,44.18,100.0,51.26,48.74,100.0,55.77,44.23
459.GemsFDTD,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LRU_0256_04_128.out,32,4,32,256,4,128,1,15,250,108732414793,748998008144,0.14517,0.14517049926799733,44361263546,37978149159,6383114387,0.1438893727718348,58.70479745301245,6383114387,4382483931,2000630456,0.31342544324045496,18.39957716205156,2000630456,18.39957716205156,34765378125,28458035725,6307342400,0.18142596859788937,58.007930864109305,9595885421,9520113434,75771987,0.007896299682171872,0.696866588903147,6307342400,4325601128,1981741272,0.3141959237855868,18.225855424739276,75771987,56882803,18889184,0.24928980679891632,0.17372173731228538,256,4,128,100.0,81.86,18.14,100.0,99.21,0.79,100.0,85.61,14.39,100.0,68.58,31.42,100.0,75.07,24.93,100.0,68.66,31.34
459.GemsFDTD,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LRU_0256_04_256.out,32,4,32,256,4,256,1,15,250,108732414793,660501082954,0.164621,0.16462109994840474,44361263546,37971596205,6389667341,0.14403709070131182,58.76506424661282,6389667341,4743417763,1646249578,0.2576424546293137,15.140375398946649,1646249578,15.140375398946649,34765378125,28451569004,6313809121,0.18161197897225517,58.06740458234054,9595885421,9520027201,75858220,0.007905286137951271,0.6976596642722922,6313809121,4677359075,1636450046,0.25918585985710224,15.050250186344172,75858220,66058688,9799532,0.1291822033261524,0.09012521260247847,256,4,256,100.0,81.84,18.16,100.0,99.21,0.79,100.0,85.6,14.4,100.0,74.08,25.92,100.0,87.08,12.92,100.0,74.24,25.76
459.GemsFDTD,Sets: 2048,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LRU_0512_04_064.out,32,4,32,512,4,64,1,15,250,108732414993,916390155264,0.118653,0.11865297151918401,44361263646,37983811821,6377451825,0.14376172590329372,58.65271938833115,6377451825,3706913028,2670538797,0.4187469964933839,24.56065008003294,2670538797,24.56065008003294,34765378129,28463681156,6301696973,0.1812635821079523,57.95601038941048,9595885517,9520130665,75754852,0.007894513942021637,0.6967089989206711,6301696973,3666702908,2634994065,0.41814039556167026,24.23374910940437,75754852,40210120,35544732,0.46920733209273513,0.3269009706285684,512,4,64,100.0,81.87,18.13,100.0,99.21,0.79,100.0,85.62,14.38,100.0,58.19,41.81,100.0,53.08,46.92,100.0,58.13,41.87
459.GemsFDTD,Sets: 1024,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LRU_0512_04_128.out,32,4,32,512,4,128,1,15,250,108732414793,656671981884,0.165581,0.16558101730036565,44361263546,37983707793,6377555753,0.14376406899201266,58.653675310543875,6377555753,4745895884,1631659869,0.255844077604883,15.006195457962397,1631659869,15.006195457962397,34765378125,28463625332,6301752793,0.1812651877491984,57.956523866383364,9595885421,9520082461,75802960,0.007899527419753255,0.6971514441605141,6301752793,4688241549,1613511244,0.25604165967796955,14.839284559914649,75802960,57654335,18148625,0.23941842112761824,0.1669108980477492,512,4,128,100.0,81.87,18.13,100.0,99.21,0.79,100.0,85.62,14.38,100.0,74.4,25.6,100.0,76.06,23.94,100.0,74.42,25.58
459.GemsFDTD,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LRU_0512_04_256.out,32,4,32,512,4,256,1,15,250,108732414705,580881097137,0.187185,0.18718532112838854,44361263502,37985496390,6375767112,0.14372374925057202,58.63722542443283,6375767112,5047163463,1328603649,0.20838334049237775,12.219020911147895,1328603649,12.219020911147895,34765378129,28465487375,6299890754,0.18121162757452833,57.93939894641467,9595885373,9520009015,75876358,0.007907176362641197,0.6978264780181587,6299890754,4980680352,1319210402,0.20940210767343728,12.132632256711362,75876358,66483111,9393247,0.1237967562966056,0.0863886544365326,512,4,256,100.0,81.88,18.12,100.0,99.21,0.79,100.0,85.63,14.37,100.0,79.06,20.94,100.0,87.62,12.38,100.0,79.16,20.84
459.GemsFDTD,Sets: 1024,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LRU_0512_08_064.out,32,4,32,512,8,64,1,15,250,108732414993,910013953919,0.119484,0.11948433815189413,44361263646,37988437444,6372826202,0.14365745423427834,58.61017804497648,6372826202,3727514673,2645311529,0.4150923695627876,24.328637685186155,2645311529,24.328637685186155,34765378129,28468297012,6297081117,0.1811308104757016,57.91355887207504,9595885517,9520140432,75745085,0.007893496109953643,0.6966191729014418,6297081117,3687367268,2609713849,0.4144323060972886,24.001249757655145,75745085,40147405,35597680,0.46996686319647013,0.3273879275310101,512,8,64,100.0,81.89,18.11,100.0,99.21,0.79,100.0,85.63,14.37,100.0,58.56,41.44,100.0,53.0,47.0,100.0,58.49,41.51
459.GemsFDTD,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LRU_0512_08_128.out,32,4,32,512,8,128,1,15,250,108732414793,634367843204,0.171403,0.1714027846112525,44361263546,37988036405,6373227141,0.14366649260094544,58.613865544447535,6373227141,4830524110,1542703031,0.24205994810314263,14.188069251813548,1542703031,14.188069251813548,34765378125,28467906745,6297471380,0.1811420361187284,57.917148184272826,9595885421,9520129660,75755761,0.007894608749101278,0.696717360174705,6297471380,4772928568,1524542812,0.2420880890132763,14.021051725029356,75755761,57595542,18160219,0.23972063325982562,0.16701752678419426,512,8,128,100.0,81.89,18.11,100.0,99.21,0.79,100.0,85.63,14.37,100.0,75.79,24.21,100.0,76.03,23.97,100.0,75.79,24.21
459.GemsFDTD,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LRU_0512_08_256.out,32,4,32,512,8,256,1,15,250,108732414793,573502439504,0.189594,0.18959363954412894,44361263546,37983704585,6377558961,0.1437641413073559,58.65370481416528,6377558961,5078577454,1298981507,0.2036800466986698,11.946589335599178,1298981507,11.946589335599178,34765378125,28463579074,6301799051,0.181266518325838,57.95694929609619,9595885421,9520125511,75759910,0.007895041121917122,0.696755518069091,6301799051,5012208524,1289590527,0.20463847173853655,11.860221530580976,75759910,66368930,9390980,0.12395711663332229,0.0863678050182012,512,8,256,100.0,81.87,18.13,100.0,99.21,0.79,100.0,85.62,14.38,100.0,79.54,20.46,100.0,87.6,12.4,100.0,79.63,20.37
459.GemsFDTD,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LRU_0512_16_064.out,32,4,32,512,16,64,1,15,250,108732414809,909996463858,0.119487,0.11948663442934775,44361263549,37989154249,6372109300,0.14364129400781328,58.60358487570873,6372109300,3726824716,2645284584,0.41513484145665863,24.328389916169183,2645284584,24.328389916169183,34765378128,28469067451,6296310677,0.18110864935275817,57.9064733185604,9595885421,9520086798,75798623,0.007899075455207022,0.6971115571483288,6296310677,3686664645,2609646032,0.4144722466654737,24.000626092818038,75798623,40160071,35638552,0.4701741349575704,0.3277638233511404,512,16,64,100.0,81.89,18.11,100.0,99.21,0.79,100.0,85.64,14.36,100.0,58.55,41.45,100.0,52.98,47.02,100.0,58.49,41.51
459.GemsFDTD,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LRU_0512_16_128.out,32,4,32,512,16,128,1,15,250,108732414705,627732362147,0.173215,0.17321460746918996,44361263502,37986558806,6374704696,0.14369980006797148,58.62745450190818,6374704696,4858632242,1516072454,0.2378263035386259,13.943150790067795,1516072454,13.943150790067795,34765378129,28466475102,6298903027,0.18118321634895973,57.93031493036776,9595885373,9520083704,75801669,0.007899392922437737,0.6971395715404295,6298903027,4801008516,1497894511,0.23780244029465672,13.77597025747944,75801669,57623726,18177943,0.23980927121802556,0.167180532588357,512,16,128,100.0,81.88,18.12,100.0,99.21,0.79,100.0,85.63,14.37,100.0,76.22,23.78,100.0,76.02,23.98,100.0,76.22,23.78
